series_id,Manufacturing,footnote_codes_x,date,supersector_code,industry_code,data_type_code,seasonal,series_title,footnote_codes_y,begin_year,begin_period,end_year,end_period
CES3000000006    ,12701.0,,1965-03-01,30,30000000,06,S,"Production and nonsupervisory employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CEU3000000010    ,4078.0,,1965-03-01,30,30000000,10,U,"Women employees, thousands, manufacturing, not seasonally adjusted",,1959,M01,2023,M02
CES3000000010    ,4126.0,,1965-03-01,30,30000000,10,S,"Women employees, thousands, manufacturing, seasonally adjusted",,1959,M01,2023,M02
CEU3000000001    ,16297.0,,1965-04-01,30,30000000,01,U,"All employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CES3000000006    ,12752.0,,1965-04-01,30,30000000,06,S,"Production and nonsupervisory employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CES3000000001    ,16418.0,,1965-04-01,30,30000000,01,S,"All employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CES3000000010    ,4143.0,,1965-04-01,30,30000000,10,S,"Women employees, thousands, manufacturing, seasonally adjusted",,1959,M01,2023,M02
CEU3000000006    ,12646.0,,1965-04-01,30,30000000,06,U,"Production and nonsupervisory employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CEU3000000010    ,4080.0,,1965-04-01,30,30000000,10,U,"Women employees, thousands, manufacturing, not seasonally adjusted",,1959,M01,2023,M02
CES3000000001    ,16477.0,,1965-05-01,30,30000000,01,S,"All employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CEU3000000010    ,4106.0,,1965-05-01,30,30000000,10,U,"Women employees, thousands, manufacturing, not seasonally adjusted",,1959,M01,2023,M02
CES3000000006    ,12792.0,,1965-05-01,30,30000000,06,S,"Production and nonsupervisory employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CES3000000010    ,4163.0,,1965-05-01,30,30000000,10,S,"Women employees, thousands, manufacturing, seasonally adjusted",,1959,M01,2023,M02
CEU3000000006    ,12713.0,,1965-05-01,30,30000000,06,U,"Production and nonsupervisory employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CEU3000000001    ,16381.0,,1965-05-01,30,30000000,01,U,"All employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CES3000000010    ,4186.0,,1965-06-01,30,30000000,10,S,"Women employees, thousands, manufacturing, seasonally adjusted",,1959,M01,2023,M02
CES3000000025    ,16483.0,,1965-06-01,30,30000000,25,S,"All employees, quarterly averages, seasonally adjusted, thousands, manufacturing, seasonally adjusted",,1939,M03,2022,M12
CES3000000001    ,16554.0,,1965-06-01,30,30000000,01,S,"All employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CEU3000000001    ,16644.0,,1965-06-01,30,30000000,01,U,"All employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CEU3000000006    ,12930.0,,1965-06-01,30,30000000,06,U,"Production and nonsupervisory employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CEU3000000010    ,4177.0,,1965-06-01,30,30000000,10,U,"Women employees, thousands, manufacturing, not seasonally adjusted",,1959,M01,2023,M02
CES3000000006    ,12854.0,,1965-06-01,30,30000000,06,S,"Production and nonsupervisory employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CEU3000000001    ,16644.0,,1965-07-01,30,30000000,01,U,"All employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CES3000000001    ,16669.0,,1965-07-01,30,30000000,01,S,"All employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CEU3000000010    ,4142.0,,1965-07-01,30,30000000,10,U,"Women employees, thousands, manufacturing, not seasonally adjusted",,1959,M01,2023,M02
CEU3000000006    ,12889.0,,1965-07-01,30,30000000,06,U,"Production and nonsupervisory employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CES3000000006    ,12962.0,,1965-07-01,30,30000000,06,S,"Production and nonsupervisory employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CES3000000010    ,4214.0,,1965-07-01,30,30000000,10,S,"Women employees, thousands, manufacturing, seasonally adjusted",,1959,M01,2023,M02
CEU3000000006    ,13059.0,,1965-08-01,30,30000000,06,U,"Production and nonsupervisory employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CES3000000006    ,12994.0,,1965-08-01,30,30000000,06,S,"Production and nonsupervisory employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CEU3000000010    ,4308.0,,1965-08-01,30,30000000,10,U,"Women employees, thousands, manufacturing, not seasonally adjusted",,1959,M01,2023,M02
CES3000000001    ,16732.0,,1965-08-01,30,30000000,01,S,"All employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CEU3000000001    ,16834.0,,1965-08-01,30,30000000,01,U,"All employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CES3000000010    ,4237.0,,1965-08-01,30,30000000,10,S,"Women employees, thousands, manufacturing, seasonally adjusted",,1959,M01,2023,M02
CES3000000001    ,16802.0,,1965-09-01,30,30000000,01,S,"All employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CEU3000000010    ,4378.0,,1965-09-01,30,30000000,10,U,"Women employees, thousands, manufacturing, not seasonally adjusted",,1959,M01,2023,M02
CES3000000025    ,16734.0,,1965-09-01,30,30000000,25,S,"All employees, quarterly averages, seasonally adjusted, thousands, manufacturing, seasonally adjusted",,1939,M03,2022,M12
CEU3000000001    ,17042.0,,1965-09-01,30,30000000,01,U,"All employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CEU3000000006    ,13279.0,,1965-09-01,30,30000000,06,U,"Production and nonsupervisory employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CES3000000006    ,13046.0,,1965-09-01,30,30000000,06,S,"Production and nonsupervisory employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CES3000000010    ,4267.0,,1965-09-01,30,30000000,10,S,"Women employees, thousands, manufacturing, seasonally adjusted",,1959,M01,2023,M02
CES3000000010    ,4296.0,,1965-10-01,30,30000000,10,S,"Women employees, thousands, manufacturing, seasonally adjusted",,1959,M01,2023,M02
CEU3000000001    ,17037.0,,1965-10-01,30,30000000,01,U,"All employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CES3000000006    ,13100.0,,1965-10-01,30,30000000,06,S,"Production and nonsupervisory employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CES3000000001    ,16864.0,,1965-10-01,30,30000000,01,S,"All employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CEU3000000010    ,4407.0,,1965-10-01,30,30000000,10,U,"Women employees, thousands, manufacturing, not seasonally adjusted",,1959,M01,2023,M02
CEU3000000006    ,13272.0,,1965-10-01,30,30000000,06,U,"Production and nonsupervisory employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CES3000000006    ,13175.0,,1965-11-01,30,30000000,06,S,"Production and nonsupervisory employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CEU3000000001    ,17079.0,,1965-11-01,30,30000000,01,U,"All employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CES3000000001    ,16962.0,,1965-11-01,30,30000000,01,S,"All employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CES3000000010    ,4341.0,,1965-11-01,30,30000000,10,S,"Women employees, thousands, manufacturing, seasonally adjusted",,1959,M01,2023,M02
CEU3000000010    ,4427.0,,1965-11-01,30,30000000,10,U,"Women employees, thousands, manufacturing, not seasonally adjusted",,1959,M01,2023,M02
CEU3000000006    ,13296.0,,1965-11-01,30,30000000,06,U,"Production and nonsupervisory employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CES3000000001    ,17051.0,,1965-12-01,30,30000000,01,S,"All employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CEU3000000001    ,17073.0,,1965-12-01,30,30000000,01,U,"All employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CEU3000000010    ,4395.0,,1965-12-01,30,30000000,10,U,"Women employees, thousands, manufacturing, not seasonally adjusted",,1959,M01,2023,M02
CES3000000025    ,16959.0,,1965-12-01,30,30000000,25,S,"All employees, quarterly averages, seasonally adjusted, thousands, manufacturing, seasonally adjusted",,1939,M03,2022,M12
CES3000000006    ,13243.0,,1965-12-01,30,30000000,06,S,"Production and nonsupervisory employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CES3000000010    ,4378.0,,1965-12-01,30,30000000,10,S,"Women employees, thousands, manufacturing, seasonally adjusted",,1959,M01,2023,M02
CEU3000000006    ,13273.0,,1965-12-01,30,30000000,06,U,"Production and nonsupervisory employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CES3000000010    ,4391.0,,1966-01-01,30,30000000,10,S,"Women employees, thousands, manufacturing, seasonally adjusted",,1959,M01,2023,M02
CEU3000000001    ,16953.0,,1966-01-01,30,30000000,01,U,"All employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CES3000000001    ,17143.0,,1966-01-01,30,30000000,01,S,"All employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CES3000000006    ,13301.0,,1966-01-01,30,30000000,06,S,"Production and nonsupervisory employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CEU3000000010    ,4313.0,,1966-01-01,30,30000000,10,U,"Women employees, thousands, manufacturing, not seasonally adjusted",,1959,M01,2023,M02
CEU3000000006    ,13137.0,,1966-01-01,30,30000000,06,U,"Production and nonsupervisory employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CEU3000000006    ,13292.0,,1966-02-01,30,30000000,06,U,"Production and nonsupervisory employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CES3000000010    ,4461.0,,1966-02-01,30,30000000,10,S,"Women employees, thousands, manufacturing, seasonally adjusted",,1959,M01,2023,M02
CEU3000000001    ,17135.0,,1966-02-01,30,30000000,01,U,"All employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CEU3000000010    ,4402.0,,1966-02-01,30,30000000,10,U,"Women employees, thousands, manufacturing, not seasonally adjusted",,1959,M01,2023,M02
CES3000000006    ,13426.0,,1966-02-01,30,30000000,06,S,"Production and nonsupervisory employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CES3000000001    ,17288.0,,1966-02-01,30,30000000,01,S,"All employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CES3000000025    ,17277.0,,1966-03-01,30,30000000,25,S,"All employees, quarterly averages, seasonally adjusted, thousands, manufacturing, seasonally adjusted",,1939,M03,2022,M12
CES3000000010    ,4509.0,,1966-03-01,30,30000000,10,S,"Women employees, thousands, manufacturing, seasonally adjusted",,1959,M01,2023,M02
CEU3000000006    ,13393.0,,1966-03-01,30,30000000,06,U,"Production and nonsupervisory employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CES3000000001    ,17400.0,,1966-03-01,30,30000000,01,S,"All employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CEU3000000001    ,17268.0,,1966-03-01,30,30000000,01,U,"All employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CES3000000006    ,13508.0,,1966-03-01,30,30000000,06,S,"Production and nonsupervisory employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CEU3000000010    ,4460.0,,1966-03-01,30,30000000,10,U,"Women employees, thousands, manufacturing, not seasonally adjusted",,1959,M01,2023,M02
CES3000000010    ,4557.0,,1966-04-01,30,30000000,10,S,"Women employees, thousands, manufacturing, seasonally adjusted",,1959,M01,2023,M02
CES3000000006    ,13598.0,,1966-04-01,30,30000000,06,S,"Production and nonsupervisory employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CES3000000001    ,17517.0,,1966-04-01,30,30000000,01,S,"All employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CEU3000000010    ,4493.0,,1966-04-01,30,30000000,10,U,"Women employees, thousands, manufacturing, not seasonally adjusted",,1959,M01,2023,M02
CEU3000000006    ,13487.0,,1966-04-01,30,30000000,06,U,"Production and nonsupervisory employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CEU3000000001    ,17392.0,,1966-04-01,30,30000000,01,U,"All employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CES3000000010    ,4600.0,,1966-05-01,30,30000000,10,S,"Women employees, thousands, manufacturing, seasonally adjusted",,1959,M01,2023,M02
CEU3000000006    ,13585.0,,1966-05-01,30,30000000,06,U,"Production and nonsupervisory employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CEU3000000010    ,4543.0,,1966-05-01,30,30000000,10,U,"Women employees, thousands, manufacturing, not seasonally adjusted",,1959,M01,2023,M02
CEU3000000001    ,17513.0,,1966-05-01,30,30000000,01,U,"All employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CES3000000006    ,13678.0,,1966-05-01,30,30000000,06,S,"Production and nonsupervisory employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CES3000000001    ,17625.0,,1966-05-01,30,30000000,01,S,"All employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CEU3000000010    ,4631.0,,1966-06-01,30,30000000,10,U,"Women employees, thousands, manufacturing, not seasonally adjusted",,1959,M01,2023,M02
CES3000000006    ,13753.0,,1966-06-01,30,30000000,06,S,"Production and nonsupervisory employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CES3000000025    ,17625.0,,1966-06-01,30,30000000,25,S,"All employees, quarterly averages, seasonally adjusted, thousands, manufacturing, seasonally adjusted",,1939,M03,2022,M12
CES3000000001    ,17733.0,,1966-06-01,30,30000000,01,S,"All employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CES3000000010    ,4636.0,,1966-06-01,30,30000000,10,S,"Women employees, thousands, manufacturing, seasonally adjusted",,1959,M01,2023,M02
CEU3000000006    ,13840.0,,1966-06-01,30,30000000,06,U,"Production and nonsupervisory employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CEU3000000001    ,17837.0,,1966-06-01,30,30000000,01,U,"All employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CES3000000001    ,17760.0,,1966-07-01,30,30000000,01,S,"All employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CEU3000000001    ,17717.0,,1966-07-01,30,30000000,01,U,"All employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CES3000000010    ,4638.0,,1966-07-01,30,30000000,10,S,"Women employees, thousands, manufacturing, seasonally adjusted",,1959,M01,2023,M02
CES3000000006    ,13758.0,,1966-07-01,30,30000000,06,S,"Production and nonsupervisory employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CEU3000000006    ,13666.0,,1966-07-01,30,30000000,06,U,"Production and nonsupervisory employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CEU3000000010    ,4557.0,,1966-07-01,30,30000000,10,U,"Women employees, thousands, manufacturing, not seasonally adjusted",,1959,M01,2023,M02
CES3000000001    ,17882.0,,1966-08-01,30,30000000,01,S,"All employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CEU3000000010    ,4754.0,,1966-08-01,30,30000000,10,U,"Women employees, thousands, manufacturing, not seasonally adjusted",,1959,M01,2023,M02
CES3000000006    ,13843.0,,1966-08-01,30,30000000,06,S,"Production and nonsupervisory employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CEU3000000006    ,13906.0,,1966-08-01,30,30000000,06,U,"Production and nonsupervisory employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CES3000000010    ,4685.0,,1966-08-01,30,30000000,10,S,"Women employees, thousands, manufacturing, seasonally adjusted",,1959,M01,2023,M02
CEU3000000001    ,17973.0,,1966-08-01,30,30000000,01,U,"All employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CES3000000006    ,13841.0,,1966-09-01,30,30000000,06,S,"Production and nonsupervisory employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CEU3000000006    ,14065.0,,1966-09-01,30,30000000,06,U,"Production and nonsupervisory employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CEU3000000010    ,4816.0,,1966-09-01,30,30000000,10,U,"Women employees, thousands, manufacturing, not seasonally adjusted",,1959,M01,2023,M02
CES3000000001    ,17886.0,,1966-09-01,30,30000000,01,S,"All employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CES3000000025    ,17843.0,,1966-09-01,30,30000000,25,S,"All employees, quarterly averages, seasonally adjusted, thousands, manufacturing, seasonally adjusted",,1939,M03,2022,M12
CEU3000000001    ,18108.0,,1966-09-01,30,30000000,01,U,"All employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CES3000000010    ,4708.0,,1966-09-01,30,30000000,10,S,"Women employees, thousands, manufacturing, seasonally adjusted",,1959,M01,2023,M02
CES3000000006    ,13906.0,,1966-10-01,30,30000000,06,S,"Production and nonsupervisory employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CEU3000000010    ,4857.0,,1966-10-01,30,30000000,10,U,"Women employees, thousands, manufacturing, not seasonally adjusted",,1959,M01,2023,M02
CES3000000010    ,4749.0,,1966-10-01,30,30000000,10,S,"Women employees, thousands, manufacturing, seasonally adjusted",,1959,M01,2023,M02
CEU3000000006    ,14067.0,,1966-10-01,30,30000000,06,U,"Production and nonsupervisory employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CEU3000000001    ,18118.0,,1966-10-01,30,30000000,01,U,"All employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CES3000000001    ,17956.0,,1966-10-01,30,30000000,01,S,"All employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CES3000000006    ,13918.0,,1966-11-01,30,30000000,06,S,"Production and nonsupervisory employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CEU3000000001    ,18107.0,,1966-11-01,30,30000000,01,U,"All employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CES3000000010    ,4774.0,,1966-11-01,30,30000000,10,S,"Women employees, thousands, manufacturing, seasonally adjusted",,1959,M01,2023,M02
CEU3000000010    ,4862.0,,1966-11-01,30,30000000,10,U,"Women employees, thousands, manufacturing, not seasonally adjusted",,1959,M01,2023,M02
CES3000000001    ,17981.0,,1966-11-01,30,30000000,01,S,"All employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CEU3000000006    ,14041.0,,1966-11-01,30,30000000,06,U,"Production and nonsupervisory employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CEU3000000006    ,13956.0,,1966-12-01,30,30000000,06,U,"Production and nonsupervisory employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CES3000000025    ,17978.0,,1966-12-01,30,30000000,25,S,"All employees, quarterly averages, seasonally adjusted, thousands, manufacturing, seasonally adjusted",,1939,M03,2022,M12
CES3000000010    ,4779.0,,1966-12-01,30,30000000,10,S,"Women employees, thousands, manufacturing, seasonally adjusted",,1959,M01,2023,M02
CEU3000000010    ,4801.0,,1966-12-01,30,30000000,10,U,"Women employees, thousands, manufacturing, not seasonally adjusted",,1959,M01,2023,M02
CEU3000000001    ,18040.0,,1966-12-01,30,30000000,01,U,"All employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CES3000000001    ,17998.0,,1966-12-01,30,30000000,01,S,"All employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CES3000000006    ,13906.0,,1966-12-01,30,30000000,06,S,"Production and nonsupervisory employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CES3000000006    ,13925.0,,1967-01-01,30,30000000,06,S,"Production and nonsupervisory employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CEU3000000006    ,13769.0,,1967-01-01,30,30000000,06,U,"Production and nonsupervisory employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CEU3000000010    ,4719.0,,1967-01-01,30,30000000,10,U,"Women employees, thousands, manufacturing, not seasonally adjusted",,1959,M01,2023,M02
CES3000000010    ,4794.0,,1967-01-01,30,30000000,10,S,"Women employees, thousands, manufacturing, seasonally adjusted",,1959,M01,2023,M02
CES3000000001    ,18033.0,,1967-01-01,30,30000000,01,S,"All employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CEU3000000001    ,17861.0,,1967-01-01,30,30000000,01,U,"All employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CES3000000001    ,17978.0,,1967-02-01,30,30000000,01,S,"All employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CEU3000000010    ,4716.0,,1967-02-01,30,30000000,10,U,"Women employees, thousands, manufacturing, not seasonally adjusted",,1959,M01,2023,M02
CEU3000000006    ,13725.0,,1967-02-01,30,30000000,06,U,"Production and nonsupervisory employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CES3000000006    ,13853.0,,1967-02-01,30,30000000,06,S,"Production and nonsupervisory employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CEU3000000001    ,17837.0,,1967-02-01,30,30000000,01,U,"All employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CES3000000010    ,4775.0,,1967-02-01,30,30000000,10,S,"Women employees, thousands, manufacturing, seasonally adjusted",,1959,M01,2023,M02
CEU3000000001    ,17816.0,,1967-03-01,30,30000000,01,U,"All employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CES3000000010    ,4752.0,,1967-03-01,30,30000000,10,S,"Women employees, thousands, manufacturing, seasonally adjusted",,1959,M01,2023,M02
CES3000000001    ,17940.0,,1967-03-01,30,30000000,01,S,"All employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CES3000000025    ,17984.0,,1967-03-01,30,30000000,25,S,"All employees, quarterly averages, seasonally adjusted, thousands, manufacturing, seasonally adjusted",,1939,M03,2022,M12
CEU3000000006    ,13686.0,,1967-03-01,30,30000000,06,U,"Production and nonsupervisory employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CES3000000006    ,13797.0,,1967-03-01,30,30000000,06,S,"Production and nonsupervisory employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CEU3000000010    ,4703.0,,1967-03-01,30,30000000,10,U,"Women employees, thousands, manufacturing, not seasonally adjusted",,1959,M01,2023,M02
CEU3000000006    ,13599.0,,1967-04-01,30,30000000,06,U,"Production and nonsupervisory employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CEU3000000001    ,17745.0,,1967-04-01,30,30000000,01,U,"All employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CES3000000010    ,4735.0,,1967-04-01,30,30000000,10,S,"Women employees, thousands, manufacturing, seasonally adjusted",,1959,M01,2023,M02
CES3000000001    ,17878.0,,1967-04-01,30,30000000,01,S,"All employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CEU3000000010    ,4670.0,,1967-04-01,30,30000000,10,U,"Women employees, thousands, manufacturing, not seasonally adjusted",,1959,M01,2023,M02
CES3000000006    ,13712.0,,1967-04-01,30,30000000,06,S,"Production and nonsupervisory employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CES3000000001    ,17832.0,,1967-05-01,30,30000000,01,S,"All employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CEU3000000001    ,17706.0,,1967-05-01,30,30000000,01,U,"All employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CEU3000000006    ,13559.0,,1967-05-01,30,30000000,06,U,"Production and nonsupervisory employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CEU3000000010    ,4662.0,,1967-05-01,30,30000000,10,U,"Women employees, thousands, manufacturing, not seasonally adjusted",,1959,M01,2023,M02
CES3000000010    ,4719.0,,1967-05-01,30,30000000,10,S,"Women employees, thousands, manufacturing, seasonally adjusted",,1959,M01,2023,M02
CES3000000006    ,13664.0,,1967-05-01,30,30000000,06,S,"Production and nonsupervisory employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CEU3000000010    ,4696.0,,1967-06-01,30,30000000,10,U,"Women employees, thousands, manufacturing, not seasonally adjusted",,1959,M01,2023,M02
CES3000000025    ,17841.0,,1967-06-01,30,30000000,25,S,"All employees, quarterly averages, seasonally adjusted, thousands, manufacturing, seasonally adjusted",,1939,M03,2022,M12
CES3000000010    ,4699.0,,1967-06-01,30,30000000,10,S,"Women employees, thousands, manufacturing, seasonally adjusted",,1959,M01,2023,M02
CEU3000000006    ,13729.0,,1967-06-01,30,30000000,06,U,"Production and nonsupervisory employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CES3000000001    ,17812.0,,1967-06-01,30,30000000,01,S,"All employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CEU3000000001    ,17928.0,,1967-06-01,30,30000000,01,U,"All employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CES3000000006    ,13632.0,,1967-06-01,30,30000000,06,S,"Production and nonsupervisory employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CEU3000000001    ,17724.0,,1967-07-01,30,30000000,01,U,"All employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CEU3000000006    ,13497.0,,1967-07-01,30,30000000,06,U,"Production and nonsupervisory employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CES3000000001    ,17784.0,,1967-07-01,30,30000000,01,S,"All employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CES3000000010    ,4720.0,,1967-07-01,30,30000000,10,S,"Women employees, thousands, manufacturing, seasonally adjusted",,1959,M01,2023,M02
CEU3000000010    ,4632.0,,1967-07-01,30,30000000,10,U,"Women employees, thousands, manufacturing, not seasonally adjusted",,1959,M01,2023,M02
CES3000000006    ,13602.0,,1967-07-01,30,30000000,06,S,"Production and nonsupervisory employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CEU3000000010    ,4798.0,,1967-08-01,30,30000000,10,U,"Women employees, thousands, manufacturing, not seasonally adjusted",,1959,M01,2023,M02
CEU3000000006    ,13745.0,,1967-08-01,30,30000000,06,U,"Production and nonsupervisory employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CES3000000010    ,4730.0,,1967-08-01,30,30000000,10,S,"Women employees, thousands, manufacturing, seasonally adjusted",,1959,M01,2023,M02
CES3000000001    ,17905.0,,1967-08-01,30,30000000,01,S,"All employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CES3000000006    ,13681.0,,1967-08-01,30,30000000,06,S,"Production and nonsupervisory employees, thousands, manufacturing, seasonally adjusted",,1939,M01,2023,M02
CEU3000000001    ,17988.0,,1967-08-01,30,30000000,01,U,"All employees, thousands, manufacturing, not seasonally adjusted",,1939,M01,2023,M02
CES3000000010    ,4762.0,,1967-09-01,30,30000000,10,S,"Women employees, thousands, manufacturing, seasonally adjusted",,1959,M01,2023,M02
CES3000000025    ,17828.0,,1967-09-01,30,30000000,25,S,"All employees, quarterly averages, seasonally adjusted, thousands, manufacturing, seasonally adjusted",,1939,M03,2022,M12
