series_id,TotalNonfarm,footnote_codes_x,date,supersector_code,industry_code,data_type_code,seasonal,series_title,footnote_codes_y,begin_year,begin_period,end_year,end_period
CEU0000000001    ,49391.0,,1954-09-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000001    ,48886.0,,1954-09-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CES0000000001    ,48942.0,,1954-10-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,36.0,,1954-10-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CEU0000000001    ,49515.0,,1954-10-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,118.0,,1954-11-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CES0000000001    ,49180.0,,1954-11-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CEU0000000001    ,49765.0,,1954-11-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000025    ,49151.0,,1954-12-01,00,00000000,25,S,"All employees, quarterly averages, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M03,2022,M12
CES0000000001    ,49331.0,,1954-12-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,148.0,,1954-12-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CEU0000000001    ,50473.0,,1954-12-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CEU0000000001    ,48764.0,,1955-01-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000001    ,49496.0,,1955-01-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,185.0,,1955-01-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CEU0000000001    ,48764.0,,1955-02-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000001    ,49644.0,,1955-02-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,155.0,,1955-02-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CEU0000000001    ,49269.0,,1955-03-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,210.0,,1955-03-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CES0000000025    ,49701.0,,1955-03-01,00,00000000,25,S,"All employees, quarterly averages, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M03,2022,M12
CES0000000001    ,49962.0,,1955-03-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CES0000000001    ,50248.0,,1955-04-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,251.0,,1955-04-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CEU0000000001    ,49822.0,,1955-04-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000001    ,50512.0,,1955-05-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CEU0000000001    ,50254.0,,1955-05-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,289.0,,1955-05-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CES0000000026    ,276.0,,1955-06-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CES0000000001    ,50790.0,,1955-06-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CES0000000025    ,50517.0,,1955-06-01,00,00000000,25,S,"All employees, quarterly averages, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M03,2022,M12
CEU0000000001    ,50957.0,,1955-06-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000001    ,50987.0,,1955-07-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,246.0,,1955-07-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CEU0000000001    ,50868.0,,1955-07-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,200.0,,1955-08-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CES0000000001    ,51111.0,,1955-08-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CEU0000000001    ,51270.0,,1955-08-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000025    ,51121.0,,1955-09-01,00,00000000,25,S,"All employees, quarterly averages, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M03,2022,M12
CES0000000001    ,51266.0,,1955-09-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CEU0000000001    ,51791.0,,1955-09-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,159.0,,1955-09-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CES0000000026    ,147.0,,1955-10-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CES0000000001    ,51429.0,,1955-10-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CEU0000000001    ,52021.0,,1955-10-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CEU0000000001    ,52193.0,,1955-11-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000001    ,51592.0,,1955-11-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,160.0,,1955-11-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CES0000000025    ,51609.0,,1955-12-01,00,00000000,25,S,"All employees, quarterly averages, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M03,2022,M12
CES0000000026    ,180.0,,1955-12-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CES0000000001    ,51805.0,,1955-12-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CEU0000000001    ,52950.0,,1955-12-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,182.0,,1956-01-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CEU0000000001    ,51249.0,,1956-01-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000001    ,51975.0,,1956-01-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,192.0,,1956-02-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CES0000000001    ,52167.0,,1956-02-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CEU0000000001    ,51255.0,,1956-02-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000001    ,52294.0,,1956-03-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CEU0000000001    ,51531.0,,1956-03-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000025    ,52145.0,,1956-03-01,00,00000000,25,S,"All employees, quarterly averages, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M03,2022,M12
CES0000000026    ,163.0,,1956-03-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CES0000000001    ,52375.0,,1956-04-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,133.0,,1956-04-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CEU0000000001    ,51897.0,,1956-04-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CEU0000000001    ,52245.0,,1956-05-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,113.0,,1956-05-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CES0000000001    ,52506.0,,1956-05-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,97.0,,1956-06-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CES0000000001    ,52586.0,,1956-06-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CES0000000025    ,52489.0,,1956-06-01,00,00000000,25,S,"All employees, quarterly averages, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M03,2022,M12
CEU0000000001    ,52778.0,,1956-06-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CEU0000000001    ,51847.0,,1956-07-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000001    ,51955.0,,1956-07-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,-140.0,,1956-07-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CES0000000001    ,52631.0,,1956-08-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,42.0,,1956-08-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CEU0000000001    ,52802.0,,1956-08-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CEU0000000001    ,53165.0,,1956-09-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000025    ,52397.0,,1956-09-01,00,00000000,25,S,"All employees, quarterly averages, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M03,2022,M12
CES0000000026    ,6.0,,1956-09-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CES0000000001    ,52604.0,,1956-09-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CES0000000001    ,52777.0,,1956-10-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CEU0000000001    ,53409.0,,1956-10-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,274.0,,1956-10-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CEU0000000001    ,53435.0,,1956-11-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,63.0,,1956-11-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CES0000000001    ,52821.0,,1956-11-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,108.0,,1956-12-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CES0000000025    ,52842.0,,1956-12-01,00,00000000,25,S,"All employees, quarterly averages, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M03,2022,M12
CEU0000000001    ,54068.0,,1956-12-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000001    ,52929.0,,1956-12-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,37.0,,1957-01-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CES0000000001    ,52887.0,,1957-01-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CEU0000000001    ,52168.0,,1957-01-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CEU0000000001    ,52146.0,,1957-02-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,92.0,,1957-02-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CES0000000001    ,53097.0,,1957-02-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,76.0,,1957-03-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CES0000000001    ,53156.0,,1957-03-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CEU0000000001    ,52336.0,,1957-03-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000025    ,53047.0,,1957-03-01,00,00000000,25,S,"All employees, quarterly averages, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M03,2022,M12
CEU0000000001    ,52713.0,,1957-04-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,117.0,,1957-04-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CES0000000001    ,53238.0,,1957-04-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CEU0000000001    ,52896.0,,1957-05-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000001    ,53150.0,,1957-05-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,18.0,,1957-05-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CES0000000001    ,53067.0,,1957-06-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CEU0000000001    ,53298.0,,1957-06-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000025    ,53152.0,,1957-06-01,00,00000000,25,S,"All employees, quarterly averages, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M03,2022,M12
CES0000000026    ,-30.0,,1957-06-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CES0000000001    ,53123.0,,1957-07-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CEU0000000001    ,53041.0,,1957-07-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,-38.0,,1957-07-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CES0000000001    ,53128.0,,1957-08-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,-7.0,,1957-08-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CEU0000000001    ,53326.0,,1957-08-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CEU0000000001    ,53536.0,,1957-09-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000001    ,52934.0,,1957-09-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CES0000000025    ,53062.0,,1957-09-01,00,00000000,25,S,"All employees, quarterly averages, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M03,2022,M12
CES0000000026    ,-44.0,,1957-09-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CES0000000001    ,52763.0,,1957-10-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CEU0000000001    ,53412.0,,1957-10-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,-120.0,,1957-10-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CEU0000000001    ,53161.0,,1957-11-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,-190.0,,1957-11-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CES0000000001    ,52558.0,,1957-11-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CES0000000025    ,52568.0,,1957-12-01,00,00000000,25,S,"All employees, quarterly averages, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M03,2022,M12
CEU0000000001    ,53479.0,,1957-12-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000001    ,52384.0,,1957-12-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,-183.0,,1957-12-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CES0000000001    ,52076.0,,1958-01-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,-229.0,,1958-01-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CEU0000000001    ,51353.0,,1958-01-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,-327.0,,1958-02-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CEU0000000001    ,50588.0,,1958-02-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000001    ,51576.0,,1958-02-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CES0000000025    ,51650.0,,1958-03-01,00,00000000,25,S,"All employees, quarterly averages, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M03,2022,M12
CES0000000001    ,51299.0,,1958-03-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,-362.0,,1958-03-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CEU0000000001    ,50418.0,,1958-03-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CEU0000000001    ,50477.0,,1958-04-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000001    ,51027.0,,1958-04-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,-350.0,,1958-04-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CEU0000000001    ,50703.0,,1958-05-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,-221.0,,1958-05-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CES0000000001    ,50914.0,,1958-05-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CEU0000000001    ,51197.0,,1958-06-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,-128.0,,1958-06-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CES0000000025    ,50952.0,,1958-06-01,00,00000000,25,S,"All employees, quarterly averages, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M03,2022,M12
CES0000000001    ,50914.0,,1958-06-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CES0000000001    ,51039.0,,1958-07-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CEU0000000001    ,51013.0,,1958-07-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,4.0,,1958-07-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CES0000000026    ,106.0,,1958-08-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CES0000000001    ,51233.0,,1958-08-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CEU0000000001    ,51470.0,,1958-08-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000025    ,51259.0,,1958-09-01,00,00000000,25,S,"All employees, quarterly averages, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M03,2022,M12
CES0000000026    ,197.0,,1958-09-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CES0000000001    ,51506.0,,1958-09-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CEU0000000001    ,52141.0,,1958-09-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,149.0,,1958-10-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CES0000000001    ,51485.0,,1958-10-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CEU0000000001    ,52134.0,,1958-10-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,237.0,,1958-11-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CEU0000000001    ,52511.0,,1958-11-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000001    ,51944.0,,1958-11-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CEU0000000001    ,53103.0,,1958-12-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000001    ,52085.0,,1958-12-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CES0000000025    ,51838.0,,1958-12-01,00,00000000,25,S,"All employees, quarterly averages, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M03,2022,M12
CES0000000026    ,193.0,,1958-12-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CES0000000001    ,52478.0,,1959-01-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CEU0000000001    ,51721.0,,1959-01-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,331.0,,1959-01-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CES0000000001    ,52688.0,,1959-02-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CEU0000000001    ,51642.0,,1959-02-01,00,00000000,01,U,"All employees, thousands, total nonfarm, not seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,248.0,,1959-02-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
CES0000000025    ,52727.0,,1959-03-01,00,00000000,25,S,"All employees, quarterly averages, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M03,2022,M12
CES0000000001    ,53014.0,,1959-03-01,00,00000000,01,S,"All employees, thousands, total nonfarm, seasonally adjusted",,1939,M01,2023,M02
CES0000000026    ,310.0,,1959-03-01,00,00000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total nonfarm, seasonally adjusted",,1939,M04,2023,M02
